"nmajor","major1","major2","BBRJ","Business Direct Admit","Combined Bacc and Masters","Dean's List","First Generation College Stdnt","FSB Scholars","Honors Program","President's List","Study Abroad Courtesy Account","Transfer Work (Pre-Banner)","Cum Laude","Magna Cum Laude","Summa Cum Laude","University Honors","UniversityHonors w/Distinction","minor1","minor2","IPEDS.Race.Ethnicity","Gender","GPA.Range","Term.Code","year.x","latin_honors","survey_city","survey_company","survey_deptfunc","survey_gradprogram","survey_gradschool","survey_internfour","survey_internone","survey_internships","survey_internthree","survey_interntwo","survey_offers","survey_plans","survey_pref_field","survey_pref_loc","survey_salary","survey_state"
1,"Accountancy","none",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Humanities","Humanities","White","Female","3.00 - 3.49",202120,"2021","0","Dallas","RSM","Accounting",NA,NA,NA,"RSM","1",NA,NA,"1","accepted fulltime job","Yes","Yes",59000,"TX"
1,"Accountancy","none",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Marketing","No Minor","White","Female","3.50 - 4.00",201920,"2019","Magna Cum Laude","Cleveland","EY","Accounting",NA,NA,NA,"Ernst and Young, Assurance Intern","1",NA,NA,"1","accepted fulltime job","Yes","Yes",51000,"OH, USA"
1,"Marketing","none",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","Columbus","ABERCROMBIE & FITCH","Marketing / Sales",NA,NA,NA,"Marketing Intern, Simposi","1",NA,NA,"1","accepted fulltime job","Yes","No",62500,"OH"
1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","American Indian or Alaska Native","Female","3.00 - 3.49",201920,"2019","0","Chicago","COYOTE LOGISTICS","Marketing / Sales",NA,NA,NA,"TimkenSteel","1",NA,NA,"1","accepted fulltime job","Yes","Yes",40000,"Illinois"
1,"Accountancy","none",0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,"No Minor","No Minor","White","Male","3.50 - 4.00",201920,"2019","Cum Laude","Milwaukee","DELOITTE","Accounting",NA,NA,NA,"Deloitte","2",NA,"Schroeder Moving Systems","1","accepted fulltime job","Yes","Yes",53000,"WI"
2,"Accountancy","Business Analytics",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Denver","PWC",NA,NA,NA,NA,"Cardinal Health","2",NA,"The Carmelite System","2","accepted fulltime job","Yes","Yes",55000,"CO"
1,"Marketing","none",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","Columbus","JP MORGAN CHASE",NA,NA,NA,NA,"Cleveland Research Company","2",NA,"Lake Shore Insurance Agency",NA,"accepted fulltime job",NA,NA,59000,"OH"
1,"Finance","none",0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,"Accountancy","Accountancy","White","Female","3.50 - 4.00",202120,"2021","Magna Cum Laude","Chicago","RSM","Accounting Consulting Finance",NA,NA,NA,"ReSource Pro","2",NA,"The Mather Group","2","accepted fulltime job","Yes","Yes",66200,"IL"
1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Information Security","No Minor","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","Columbus","KPMG","Consulting IT Assurance / IT Audit Information Technology",NA,NA,NA,"Focus Logistics Solutions","3","Goodyear Tire & Rubber Company","Big Lots! Inc","2","accepted fulltime job","Yes","Yes",65000,"OH"
1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Business Analytics","No Minor","White","Male","3.50 - 4.00",202020,"2020","Magna Cum Laude","Dallas","DHL","Analytics General Management Logistics / Supply Chain Operations / Procurement",NA,NA,NA,"Chick-fil-A","3","DHL Supply Chain","Textron Systems","1","accepted fulltime job","Yes","Yes",52500,"TX"
2,"Accountancy","Finance",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Information Systems","Math/Stat","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","Cincinnati","DELOITTE","Accounting Finance",NA,NA,NA,"Deloitte & Touche, LLP","1",NA,NA,"0","accepted fulltime job","Yes","Yes",52000,"OH"
1,"Accountancy","none",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Mangement and Leadership","No Minor","White","Female","3.50 - 4.00",202120,"2021","Magna Cum Laude","Cincinnati","EY","Accounting",NA,NA,NA,"Ernst & Young","1",NA,NA,"1","accepted fulltime job","Yes","Yes",53000,"OH"
1,"Marketing","none",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","Chicago","COYOTE LOGISTICS","Marketing / Sales",NA,NA,NA,"Digital Marketing Intern, VECTRE","1",NA,NA,"1","accepted fulltime job","Yes","Yes",45000,"IL"
1,"Marketing","none",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Magna Cum Laude","Columbus","DHL","Marketing / Sales",NA,NA,NA,"Enterprise Holdings","1",NA,NA,"3","accepted fulltime job","Yes","Yes",40000,"Ohio"
1,"Accountancy","none",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",201920,"2019","Cum Laude","Columbus","DELOITTE",NA,NA,NA,NA,"Deloitte",NA,"Worthington Industries","Morgan Stanley",NA,"accepted fulltime job",NA,NA,53000,"OH"
1,"Accountancy","none",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Information Systems","No Minor","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","Chicago","PWC","Accounting Consulting Finance IT Assurance / IT Audit Information Technology",NA,NA,NA,"Arthur J Gallagher","2",NA,"PwC","1","accepted fulltime job","Yes","Yes",62000,"IL"
2,"Accountancy","Finance",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"Humanities","Humanities","White","Male","3.50 - 4.00",201920,"2019","Cum Laude","Cleveland","DELOITTE","Consulting",NA,NA,NA,"Boyd Watterson Asset Management","2",NA,"Deloitte","2","accepted fulltime job","Yes","Yes",80000,"Ohio"
1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"Language","Language","White","Male","3.50 - 4.00",201920,"2019","Cum Laude","Chicago","EY","Accounting",NA,NA,NA,"Skoda Minotti","2",NA,NA,"4","accepted fulltime job","Yes","Yes",63000,"IL"
1,"Finance","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Non-Resident Alien","Female","3.00 - 3.49",202120,"2021","0","New York","EY","Consulting Finance",NA,NA,NA,"PWC","2",NA,"Publicis Media","2","accepted fulltime job","Yes","Yes",72500,"NY"
1,"Accountancy","none",0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","Pittsburgh","PWC","Accounting",NA,NA,NA,"PwC","2",NA,"Cranberry Township","1","accepted fulltime job","Yes","Yes",50000,"Pennsylvania"
1,"Supply Chain & Operations Mgmt","none",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","Black or African American","Male","3.50 - 4.00",201920,"2019","Cum Laude","Columbus","DHL","Logistics / Supply Chain",NA,NA,NA,"Cintas","1",NA,NA,"1","accepted fulltime job","Yes","Yes",52500,"Ohio"
1,"Finance","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Augusta","TEXTRON",NA,NA,NA,NA,"Textron","2",NA,NA,"1","accepted fulltime job","Yes","Yes",60000,"GA"
1,"Marketing","none",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","Columbus","ABERCROMBIE & FITCH","Merchandizing",NA,NA,NA,"Sherwin Williams","1",NA,NA,"1","accepted fulltime job","Yes","Yes",62500,"Ohio"
1,"Supply Chain & Operations Mgmt","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Humanities","Humanities","White","Male","2.50 - 2.99",202120,"2021","0","Columbus","DHL",NA,NA,NA,NA,"DHL","2",NA,NA,"2","accepted fulltime job","Yes","Yes",56470,"OH"
1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",201920,"2019","Cum Laude","Columbus","EY","Accounting",NA,NA,NA,"Ernst and Young","1",NA,NA,"1","accepted fulltime job","Yes","Yes",51000,"OH"
1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Humanities","Humanities","White","Male","3.00 - 3.49",202020,"2020","0","Cleveland","RSM","Accounting","MAcc",NA,NA,NA,"0",NA,NA,"2","accepted fulltime job","Yes","Yes",56000,"OH"
1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",202020,"2020","0",NA,"DHL",NA,NA,NA,NA,"DHL Supply Chain","2",NA,"Reliable Transportation Solutions",NA,"accepted fulltime job",NA,NA,52500,NA
1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Analytics","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","Columbus","KPMG","Accounting Consulting IT Assurance / IT Audit",NA,NA,NA,"Revolutions, Inc.","2",NA,"PNC Financial Services","2","accepted fulltime job","Yes","Yes",60000,"OH"
1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","Charlotte","DELOITTE","Accounting",NA,NA,NA,"Vantiv (Now called WorldPay)","2",NA,"Deloitte","3","accepted fulltime job","Yes","Yes",53000,"North Carolina"
1,"Accountancy","none",0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202020,"2020","Magna Cum Laude","Chicago","DELOITTE","Accounting","MAcc",NA,NA,"Deloitte","1",NA,NA,"1","accepted fulltime job","Yes","Yes",70000,"IL"
1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","Denver","COYOTE LOGISTICS","Marketing/Sales",NA,NA,NA,NA,"0",NA,NA,"1","accepted fulltime job","Yes","Yes",40000,"CO"
2,"Business Economics","Business Analytics",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202130,"2021","0","Cincinnati","DELOITTE","Consulting",NA,NA,NA,"Infinity Financial Solutions","2",NA,"Nielsen","4","accepted fulltime job","Yes","No",70000,"OH"
1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202120,"2021","Cum Laude","Indianapolis","DHL",NA,NA,NA,NA,"JPMorgan Chase","1",NA,NA,"0","accepted fulltime job","Yes","No",55000,"IN"
1,"Business Economics","none",0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,"Business Analytics","Business Analytics","White","Female","3.50 - 4.00",202020,"2020","Summa Cum Laude","Toledo","PWC","IT Assurance / IT Audit","ECO",NA,NA,"PricewaterhouseCoopers","1",NA,NA,"1","accepted fulltime job","Yes","Yes",55000,"OH"
1,"Supply Chain & Operations Mgmt","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Systems","No Minor","White","Male","3.00 - 3.49",202020,"2020","0","Columbus","DHL","Logistics / Supply Chain Operations / Procurement",NA,NA,NA,"DHL Supply Chain","1",NA,NA,"1","accepted fulltime job","Yes","Yes",52500,"OH"
2,"Accountancy","Supply Chain & Operations Mgmt",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No Minor","No Minor","Multi Racial","Male","3.00 - 3.49",202120,"2021","0","Schaumburg","RSM","Accounting Consulting",NA,NA,NA,"RSM US LLP","1",NA,NA,"1","accepted fulltime job","Yes","Yes",62500,"IL"
1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Systems","Information Systems","White","Male","3.00 - 3.49",202020,"2020","0","Providence","TEXTRON","Accounting Finance",NA,NA,NA,"Textron Specialized Vehicles","2",NA,"Textron Bell","2","accepted fulltime job","Yes","No",65000,"RI"
1,"Management and Leadership","none",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","Black or African American","Male","2.50 - 2.99",202020,"2020","0","New York","EY","Consulting",NA,NA,NA,"Ernst & Young","3","Ernst & Young","Ernst & Young","1","accepted fulltime job","Yes","Yes",72500,"NY"
1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202120,"2021","Cum Laude","Detroit","EY","Accounting",NA,NA,NA,"Ernst & Young","1",NA,NA,"1","accepted fulltime job","Yes","Yes",58000,"MI"
1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"Information Systems","Information Systems","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","Cincinnati","DELOITTE","Accounting","MAcc",NA,NA,"Deloitte","1",NA,NA,"1","accepted fulltime job","Yes","Yes",53000,"OH"
1,"Information Systems","none",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","Columbus","DHL","Analytics
 IT Assurance / IT Audit
 Logistics / Supply Chain
 Information Technology",NA,NA,NA,"ONU One","2",NA,"Quicken Loans","2","accepted fulltime job","Yes","Yes",58500,"Ohio"
2,"Accountancy","Finance",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",201920,"2019","Magna Cum Laude","Cleveland","EY","Accounting",NA,NA,NA,"EY","1",NA,NA,"2","accepted fulltime job","Yes","Yes",53000,"Ohio"
1,"Finance","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","2.50 - 2.99",201920,"2019","0","Augusta","TEXTRON","Marketing / Sales",NA,NA,NA,"UBS Financial Services","1",NA,NA,"2","accepted fulltime job","Yes","Yes",52000,"Georgia, USA"
1,"Finance","none",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,"Political Science","Political Science","White","Male","3.50 - 4.00",202120,"2021","Cum Laude","Washington","DELOITTE","Consulting",NA,NA,NA,"Broadleaf Partners","2",NA,"FBI","2","accepted fulltime job","Yes","Yes",71000,"D.C."
1,"Information Systems","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Engineering/Science","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","Cincinnati","DELOITTE","Consulting",NA,NA,NA,"Ameriprise Financial","3","Flywheel.io","Pipeline Foods","2","accepted fulltime job","Yes","No",80000,"OH"
1,"Accountancy","none",0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,"Economics","Economics","White","Female","3.50 - 4.00",202020,"2020","Cum Laude","Chicago","KPMG","Accounting Analytics Consulting","MAcc",NA,NA,"Cintas","2",NA,"KPMG","1","accepted fulltime job","Yes","Yes",72000,"IL"
1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202020,"2020","Cum Laude","Chicago","DELOITTE","Accounting","MAcc",NA,NA,"Deloitte","3","SC Johnson & Sons","Dutchland Plastics","1","accepted fulltime job","Yes","Yes",60000,"IL"
1,"Human Capital Mgmt& Leadership","none",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Male","3.50 - 4.00",202120,"2021","0","Wilmington","TEXTRON","Human Resources",NA,NA,NA,"Bell Flight (another Textron business unit)","1",NA,NA,"1","accepted fulltime job","Yes","Yes",58000,"MA"
1,"Accountancy","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Language","No Minor","Hispanic/Latino","Male","3.00 - 3.49",202120,"2021","0","Chicago","EY","Accounting",NA,NA,NA,"Crowe LLP","1",NA,NA,"3","accepted fulltime job","Yes","Yes",62000,"IL"
1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","Chicago","RSM","Accounting","MAcc",NA,NA,"Cafaro Company","2",NA,"Hbk CPAs and consultants","1","accepted fulltime job","Yes","Yes",62500,"IL"
1,"Finance","none",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"International Business","International Business","White","Female","3.00 - 3.49",202120,"2021","0","Chicago","DELOITTE","Finance",NA,NA,NA,"Grainger, Financial Analyst Intern","1",NA,NA,"2","accepted fulltime job","Yes","Yes",70000,"IL"
1,"Marketing","none",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"Language","Language","White","Female","3.50 - 4.00",202120,"2021","Cum Laude","Chicago","COYOTE LOGISTICS","Marketing / Sales",NA,NA,NA,"Southern Residential Installers","2",NA,"Disney College Program","1","accepted fulltime job","Yes","Yes",45000,"IL"
1,"Human Capital Mgmt& Leadership","none",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,"Humanities","Humanities","Black or African American","Female","3.00 - 3.49",202120,"2021","0","Hunt Valley","TEXTRON","General Management",NA,NA,NA,"Installed Building Products","2",NA,"Lycoming Engines","1","accepted fulltime job","Yes","Yes",58000,"MD"
1,"Accountancy","none",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","Non-Resident Alien","Male","3.50 - 4.00",201920,"2019","Cum Laude","Xiamem","DELOITTE","Accounting",NA,NA,NA,NA,"2",NA,NA,"1","accepted fulltime job",NA,NA,57419.075412844,"Fujian Province"
1,"Accountancy","none",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"No Minor","No Minor","Non-Resident Alien","Male","3.50 - 4.00",202020,"2020","Summa Cum Laude","Tyson","EY","Accounting",NA,NA,NA,NA,"0",NA,NA,"1","accepted fulltime job","Yes","Yes",62000,"VA"
1,"Accountancy","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",201920,"2019","0",NA,"DELOITTE","Accounting",NA,NA,NA,"The Jordan Company","2",NA,NA,"2","accepted fulltime job","Yes","Yes",66000,NA
1,"Accountancy","none",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"No Minor","No Minor","Multi Racial","Male","3.00 - 3.49",202020,"2020","0","Chicago","RSM","Accounting",NA,NA,NA,NA,"0",NA,NA,"1","accepted fulltime job","Yes","Yes",62500,"IL"
2,"Accountancy","Finance",0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,"No Minor","No Minor","Non-Resident Alien","Female","3.50 - 4.00",202020,"2020","0","Chicago","EY","Consulting Finance",NA,NA,NA,"H Venture Partners","3","EY","Rockbridge Capital","1","accepted fulltime job","Yes","Yes",68000,"IL"
1,"Marketing","none",0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202120,"2021","Magna Cum Laude","Columbus","ABERCROMBIE & FITCH","Other: Merchandising",NA,NA,NA,"Metro Milwaukee Chamber of Commerce","3","Abercrombie & Fitch","Waukesha Metal Products","1","accepted fulltime job","Yes","No",62500,"OH"
1,"Accountancy","none",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","Chicago","EY","Accounting",NA,NA,NA,"Eli Lilly & Company","2",NA,"EY","1","accepted fulltime job","Yes","Yes",61000,"Illinois"
1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Female","3.00 - 3.49",201920,"2019","0","Boston","DELOITTE","Accounting",NA,NA,NA,"Deloitt","1",NA,NA,"1","accepted fulltime job","Yes","Yes",59000,"MA"
1,"Accountancy","none",0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,"Information Systems","Information Systems","White","Male","3.50 - 4.00",202020,"2020","Cum Laude","Cincinnati","PWC","Accounting IT Assurance / IT Audit","MAcc",NA,NA,"PwC","1",NA,NA,"1","accepted fulltime job","Yes","Yes",51000,"OH"
1,"Marketing","none",0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,"Mangement and Leadership","Mangement and Leadership","White","Female","3.50 - 4.00",201920,"2019","0","Chicago","COYOTE LOGISTICS","Logistics / Supply Chain",NA,NA,NA,NA,"0",NA,NA,"1","accepted fulltime job","No","Yes",40000,"Illinois"
1,"Marketing","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Supply Chain Management","No Minor","White","Female","3.00 - 3.49",202120,"2021","0","Columbus","ABERCROMBIE & FITCH","Other: Merchandising",NA,NA,NA,"VenYoeu","2",NA,"Abercrombie & Fitch","1","accepted fulltime job","Yes","Yes",62000,"OH"
1,"Marketing","none",0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,"No Minor","No Minor","White","Female","3.50 - 4.00",202120,"2021","Summa Cum Laude","Cincinnati","DELOITTE","Consulting",NA,NA,NA,"Tommy Hilfiger (PVH)","3","GiveGame","Pilot44 Labs","1","accepted fulltime job","Yes","No",80000,"OH"
1,"Information Systems","none",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",201920,"2019","0","Columbus","EY","Consulting",NA,NA,NA,NA,NA,NA,NA,NA,"accepted fulltime job","Yes","Yes",57000,"Ohio"
1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Chicago","RSM","Accounting Consulting",NA,NA,NA,"Great Lakes Advisors","2",NA,"RSM US LLP","1","accepted fulltime job","Yes","Yes",64600,"IL"
1,"Accountancy","none",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Security","No Minor","White","Female","3.00 - 3.49",202020,"2020","0","Chicago","RSM","Accounting Consulting IT Assurance / IT Audit",NA,NA,NA,"RSM LLC","1",NA,NA,"1","accepted fulltime job","Yes","Yes",69000,"IL"
1,"Marketing","none",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Mangement and Leadership","Mangement and Leadership","Hispanic/Latino","Male","3.00 - 3.49",201920,"2019","0","Columbus","ABERCROMBIE & FITCH","Other: Merchandising",NA,NA,NA,"Egg Harbor Cafe","2",NA,"Abercrombie & Fitch","1","accepted fulltime job","Yes","Yes",62500,"OH, USA"
1,"Accountancy","none",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"No Minor","No Minor","White","Male","3.00 - 3.49",202120,"2021","0","Chicago","RSM","Accounting Consulting",NA,NA,NA,"RSM","1",NA,NA,"1","accepted fulltime job","Yes","Yes",65000,"IL"
2,"Business Analytics","Supply Chain & Operations Mgmt",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Political Science","Political Science","White","Female","3.50 - 4.00",201920,"2019","Cum Laude","Cleveland","KPMG","IT Assurance / IT Audit",NA,NA,NA,"Vertical Knowledge","3","BoxCast","Newmark Knight Frank","7","accepted fulltime job","Yes","Yes",61000,"Ohio/United States"
2,"Accountancy","Finance",0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,"No Minor","No Minor","White","Female","3.50 - 4.00",201920,"2019","Summa Cum Laude","Chicago","KPMG","Accounting
 Finance",NA,NA,NA,"The Hackett Group","2",NA,"KPMG","1","accepted fulltime job","Yes","Yes",71000,"IL"
1,"Finance","none",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Entrepreneurship","No Minor","White","Male","3.50 - 4.00",201920,"2019","Cum Laude","New Albany","ABERCROMBIE & FITCH",NA,NA,NA,NA,"Cardinal Health","3","Huntington Bank","L Brandy","2","accepted fulltime job","Yes",NA,62500,"OH"
